FBID_KEY;2e;4e;6e;8e;10e;12e;14e;16e;18e;20e;22e;24e;L1;L2;L312hr;L3dark;L3light;L3clear;WPP12;WPP122;WPP24;pup2;pup3;pup4
FBgn0085349;0;0;0;0;0;0;0;0;0;0,0440613;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FBgn0038690;0;0,150894;0,186976;0,112156;0,0751963;0,045836;0,0276352;0,0123251;0;0;0,0373048;0;0;0,00889857;0,0190709;2,19451;6,29354;7,62799;7,62543;14,9245;23,0588;25,1789;23,2382;21,6657
FBgn0051464;0;0,0939332;0,030364;0,139638;0;0,0856006;0,0344065;0,0690527;0,195166;0,634174;1,21919;2,16483;3,17281;4,47036;3,13418;9,02354;7,15568;2,6155;0,261115;0,0471211;0,0768988;0,0389583;0,0180001;0
FBgn0260454;0,0127322;0,136938;0,0636019;0,000442388;0,0329477;0,0140372;0,0410923;0,013273;0;0,0217433;0,0461999;0,0245977;0,0117311;0,000718014;0,0686928;1,02471;2,25488;2,41418;0;5,37714;7,31301;0;8,76329;6,47722
FBgn0043533;0;0,0569066;0,082778;0;0;0;0;0;0;0;0;0,077147;0;0;0;0;0;0;0;0,0428204;0,0465868;0;0;3,7847
FBgn0037389;0;0;0,140472;0,1615;0;0;0;0;0;0;0;0;0;0;0;0;0,224688;0,469902;0,232305;0,381491;0,948677;1,30668;0,916004;0,414357
FBgn0261928;0;0,0573619;0,0834402;0;0;0,117615;0,126066;0,253009;0,317818;0,290452;0;0,0388821;0,0764815;0,426229;0,260992;0,131722;0,296588;0,511723;0,588753;0,949585;2,67669;1,60586;1,64881;1,27166
FBgn0028430;0;0;0;0;0;0;0;0,0468535;0,132424;0,342895;1,34723;2,65694;2,99553;3,78871;4,16862;9,4035;13,6101;10,5704;6,95056;0,239794;0,260886;0,118953;0,10992;0,0911584
FBgn0050429;0,0177306;0;0,0196422;0;0;0;0,0222573;0;0,0280559;0,0256402;0;0,0137296;0,0135031;0;0;1,00001;2,8067;5,19082;4,23582;7,62058;12,6187;17,5027;17,1285;8,69095
FBgn0040362;0;0,064889;0,0157316;0;0,0291031;0;0,017826;0,0477016;0;0,0205353;0;0;0,0216294;0,01722;0,110715;1,75083;3,75768;4,60467;4,72451;8,1785;12,8554;15,0978;14,9773;17,0303
FBgn0033590;0,737665;3,3264;3,46234;2,99991;2,94404;2,00067;1,31589;24,2576;255,192;455,889;80,9215;63,8816;98,2234;39,4733;62,9094;1,01847;0,275185;0,359693;0,312965;0,400481;0,435707;8,69151;92,1207;0,412328
FBgn0040904;0;0;0;0;0;0;0;0;0,049659;0,0907662;0,0797702;0;0,0478009;0,0380562;0;4,3633;8,89765;9,47851;9,70523;16,9415;24,3016;29,4854;28,8953;35,6373
FBgn0259972;0;0;0;0;0;0;0,0393955;0;0;0;0;0;0;0,0761124;0;0;0;0;0;0,0539537;0;0;0;2,35872
FBgn0034623;0;0,025277;0,0122562;0;0,136043;0,0691041;0,013888;0,0185817;0,0175061;0,0159987;0;0,0342674;0,219064;0,0939107;0,172512;0,0870666;11,6579;228,057;44,6397;0,0570603;0,0620793;0,0157252;0;0
FBgn0032419;0;0,133607;0,064879;0,198615;0,119847;0,304511;0,097877;0,0654785;0,0925323;0;0,0495467;0,0603759;0;0,0472748;0,0506584;1,6363;4,30249;6,35252;5,3581;9,79423;15,311;23,9006;21,1417;9,75406
FBgn0085476;0,0128182;0,0146431;0,0142002;0,0326518;0,0525402;0,0200162;0,00804537;0,3337;1,63276;3,06776;0,293233;0,645167;0,165953;2,94553;1,23256;0;0;0,0118755;0,0281802;0,14324;0,0479505;0,145755;0,538752;3,04728
FBgn0045443;0;0,0139771;0;0,0103889;0,0125376;0,00955289;0;0;0,0193602;0,00884661;0,0155497;0,00947419;0;0,00741836;0;0;0,0433609;0,0453414;0,0717292;1,37776;0,572119;0,269556;0,176773;0,0699681
FBgn0034473;0;0;0;0;0;0,0583409;0,0281396;0;0,0118236;0,0108055;0;0,0231441;0;0;0;0;0,0353081;0,041536;0,0985636;0,0899228;0,251569;0,191174;0,117772;0,122087
FBgn0260453;0,00564372;0,0295372;0,0444047;0,075115;0,0291081;0,01991;0,00619825;0,0123599;0,0145583;0,0126162;0,00702126;0,0225649;0,0117891;0,00767622;0,00518659;1,26144;3,67944;6,14856;7,55357;9,43699;14,5864;26,3702;16,3083;15,5814
FBgn0036427;0,0152345;0,034807;0,0168771;0,0258714;0,0936669;0,333053;1,04226;1,53525;0,301329;0,0771072;0,0580851;0,0117968;1,35745;65,7116;10,3138;0;0,0179969;0,239941;0,346089;0,510727;0,185217;0,552177;0,180088;0,0248916
FBgn0045478;0;0;0,0080231;0;0,0148426;0,0113092;0,00909127;0;0,0114598;0,010473;0;0,022432;0;0;0;0;0;0,0134193;0,0106145;0,0249017;0,027092;0,113234;0,114148;0,106498
FBgn0033280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,041401;2,04771;4,10255;5,66745;5,44018;9,61307;12,6636;16,5522;16,6764;10,5937
FBgn0052376;0;0;0;0;0;0;0;0;0;0;0;0;0;0,351889;1,17312;0;0;0;0;0,0184773;0,0201025;0,0152764;0,0141165;0
FBgn0053302;0,491081;1,94596;1,48758;1,36821;2,48465;2,92361;1,8879;9,79456;62,092;321,798;287,485;204,796;88,274;46,0303;173,27;6,34054;1,57721;1,46442;1,13585;180,501;12,6441;6,69654;4,83758;4,65125
FBgn0028871;0,114642;1,4406;3,17505;1,38713;1,05728;0,559433;0,485698;5,68019;23,4463;43,3315;16,9739;13,0717;2,33548;23,0944;39,8117;0,526287;0,473999;0,69037;0,672093;11,2342;0,723691;1,14064;0,150576;0,398038
FBgn0038945;0;0;0,013634;0;0;0,192182;0,432578;0,186036;0,0194741;0,0533919;0,0938473;0,0952992;1,42466;1,28346;2,07898;0,387418;0,0290773;0,0684122;0,0180378;0,148108;0,0460387;0,017493;0,0323295;0
FBgn0032003;0,0403641;0,0461108;0;0,0361222;0,020681;0,0157577;0,0126674;0,0338972;0;0;0;0;0;0,0122367;0,15735;2,29875;5,72361;6,86884;6,76761;12,6811;18,0142;24,8419;28,0015;26,4733
FBgn0039435;0,300078;0,1714;0,193918;0,0636992;0,461244;0,898124;0,690598;5,31302;53,794;403,783;186,967;134,906;91,7359;16,8145;272,82;14,3005;0,561273;0,115837;0,128277;0,171964;0,420952;1,40397;0,541939;5,63839
FBgn0039469;0,908809;0,892485;0,335598;0,419681;1,74818;0,834062;1,83134;55,0043;412,317;675,72;11,388;14,6425;2,06422;51,2744;69,7369;0,690119;0,11301;0,0147715;0,0350523;3,09743;3,5488;1,46173;0,0942375;0,156305
FBgn0015230;0;0,125573;0,231372;0,168005;0,146433;0,0686604;0,0689939;0,0738497;0,0347874;0,031792;0,0279405;0,0340474;0,0334858;0;0,0285674;0,273941;1,07779;1,76182;1,49831;3,07092;5,55126;7,60901;9,63729;7,39066
FBgn0052727;0;0,0460615;0;0;0;0;0;0;0;0;0;0;0;0;0,104788;1,69236;2,66739;4,07177;2,74796;4,02053;7,69251;9,85753;8,68536;6,39036
FBgn0030543;0,0322706;0,036865;0,00893747;0,0137005;0,0330683;0,0251961;0,0303821;0,121952;0,229785;6,31164;27,9913;23,8765;46,9531;3,22842;76,4651;4,50784;0,60995;0,104641;0,0591213;0,582533;0,0150898;0,0688029;0,0529822;0,0527266
FBgn0030832;0,0292911;0,104567;0,0161104;0,0246956;0,0614382;0,243732;0,195927;0,524479;2,21064;32,0914;94,4876;69,7895;60,8808;13,0143;160,138;5,28363;0,442627;0,114325;0,021259;0,0248206;0,0857888;0,140131;0,34862;0,0489574
FBgn0250844;0;0;0,0191552;0,102773;0,159466;0,0405011;0,0542638;0,0290414;0,0136802;0,0375067;0,0219753;0,0133892;0;0;0,247151;7,1667;14,8703;20,4087;17,6763;34,4679;50,9537;66,3087;75,2978;59,2577
FBgn0050462;0,0351594;0,226705;0,24082;0,0231019;0,00269191;0,0187721;2,31E-08;0,0113355;0,0213587;0,0195196;0;0,0104518;0,0205595;0,00231032;0,0763216;0,628326;2,55871;3,22428;3,74113;7,27654;11,9252;12,9398;12,8647;10,5889
FBgn0050441;0,122134;0,0928832;0,508146;0,0994763;0,514126;0,569456;0,506832;0,0634964;0,213051;0,000472908;0,155786;0,32901;0,0615761;0,106756;0,000559756;0,275247;0,00191421;0,292209;0,163904;0,147855;0,27321;0,188179;0,0892181;0,0840951
FBgn0036596;0,0667726;0;0,0369859;0,0566968;0,171058;0,130336;0,0628651;8,18691;23,588;8,30414;0,127293;0,129262;0,177982;10,5667;6,85451;0,350325;2,28752;1,54655;1,95729;6,17024;3,05986;1,23382;1,53479;0,927343
FBgn0085280;0;0;0,0163224;0;0;0,0230077;0;0,0247466;0,62948;5,49711;12,8831;11,1124;14,4749;10,1483;17,3841;36,757;28,1271;16,9537;2,48337;0,227973;0,468493;0,314135;0,232226;0,144441
FBgn0031333;0;0,0197165;0,0286802;0,0146549;0,017686;0;0,0433314;0;0,0273102;0,0499173;0;0,334115;0,0131442;0;0,0224271;3,04842;6,64673;10,4895;7,59474;13,9742;21,7987;27,8423;27,6795;25,8937
FBgn0051882;0;0;0;0,0227433;0,0823416;0,188218;0,117682;0,0674811;0,0635748;0,232403;0;0,0622224;0,0203987;0,0487206;0,0348051;1,82687;6,77132;9,33053;7,71404;15,0349;23,9223;33,6553;34,4068;27,987
FBgn0040519;0;0;0,0793158;0,0303964;0,0733664;0,0838511;0,0898756;0;0;0;0,0909926;0;0;0;0,79079;20,0964;45,0803;67,8237;54,566;96,255;128,927;211,85;213,796;148,653
FBgn0085374;0;4,66E-05;0,0188197;0,0192599;0,0237307;0,0178704;0,044677;0,0273362;0,0448616;0,00793877;0,0291961;0,028309;0,00886597;0;0,0220062;0;2,89E-05;0,0128546;0,0279553;0,0488527;0,0527566;0,00981066;0,015008;0,127938
FBgn0052985;0;0,0342164;0,0829536;0,0593423;0,214848;0,0779528;0,0814647;0,00838445;0,0315964;0,00721895;0,0126888;0,0309243;0,0152071;0,0302674;0,025947;0;0;0,0647485;0,029266;0,102987;0,0466856;0,120624;2,83908;2,62636
FBgn0038242;0,466264;2,2535;0,218534;0,487269;0,882074;0,70009;0,247629;0,150601;0,0851297;0,181532;0,866076;0,805415;101,611;1,43526;49,4486;55,4174;114,949;31,7003;1,57702;0,092492;0,26834;0,0254898;0;0,0879028
FBgn0263743;0;0,0234321;0,0113617;0,078375;0,105095;1,00095;1,86034;2,66135;0,21097;0,170557;0,078206;0,079416;8,38079;205,64;25,9739;1,9909;0,315004;0,323058;0,0901889;0,246847;0,326108;0,284262;0,20206;0,209463
FBgn0036177;0;0;0;0;0;0;0;0,277422;1,67272;2,77076;0,419843;0,613928;1,5095;0,320473;0,34341;0,173319;0;0;0;0;0;0,046955;0;0
FBgn0032111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0466946;3,06367;7,47131;11,1529;9,4275;17,9159;24,2975;35,3963;31,3163;22,458
FBgn0035648;0,0111091;0;0,0492273;0,132058;0,204907;0,0780632;0,0348633;0,214573;0,641612;0,907662;1,10125;1,35055;1,066;0,309838;0,101048;0,0582841;0,236221;0,463144;0,651276;0,477466;0,353235;0,710558;0,620127;0,18151
FBgn0036226;0,0250397;0,0286047;0,0346743;0,106307;0,0384881;0,0391008;0,0235744;0,0841121;1,13912;10,6819;28,975;40,7467;92,4681;75,9707;61,4791;100,385;96,0017;52,4629;4,46813;0,182955;0,187339;0,0444886;0,164442;0,0511403
FBgn0085797;0,0147223;0;0;0,0125008;0,0150863;0;0;0,0123636;0,0232959;0,010645;0,0187107;0,0114001;0,0112121;0,0089264;0,0382611;0,0386207;0,0173918;0,0409189;0;0,0506211;0;0,010463;0,00966853;0
FBgn0037590;0;0;0,0177835;0,0272609;0;0,0250672;0,0100756;0,0134809;0,0508021;0,0348208;0,0204016;0,037291;0,0244506;0,00973304;0,0208593;0;0,0189634;0,0892333;0,117638;0,0275978;0,150126;0,125493;0,084338;0,0524569
FBgn0041224;0,0148034;0,0338219;0,00819971;0,0125696;0,045508;0,0115581;0,0464569;0,0870216;0,105408;0,0535178;0,0188137;0,0458515;0,0112738;0,0448776;0,0961792;0,0582498;0,244825;0,836597;1,99607;0,139974;0,0969094;0,105206;0,0583304;0,0362806
FBgn0051099;0;0;0,00742879;0,0113878;0,0137431;0;0,00841784;0,0225257;0,0106109;0,0193945;0;0,0311555;0;0,024395;0,0174273;1,31933;4,24603;6,47358;5,41538;10,1451;15,904;21,5792;23,1555;18,8453
FBgn0030449;0;0,115031;0,130143;0,228;0,171973;0,183446;0,126403;0,366435;0,185889;0,315498;0,170631;0,311888;0,306744;0,122105;0,0872299;1,80502;2,61695;4,81995;3,78794;8,3383;10,7354;13,6684;15,8268;13,9297
FBgn0051017;0,0115734;0,0661054;0,0576953;0,039308;0,023719;0,0180724;0,0435844;0,00971916;0,0183131;0;0;0,0268853;0,00881394;0;0;0,0607201;0,0410156;0,042889;0,0339248;0,0795875;0,0541175;0,106926;0,0608042;3,56447
FBgn0051948;0;0;0,0085814;0;0,0158828;0;0,029267;0;0,0617731;0,0212916;0;0,0239836;0,0117952;0,00940465;0,0767935;14,8378;37,8432;57,6006;47,7534;93,1946;139,836;190,162;183,502;136,536
FBgn0050293;0,0115876;0,214512;0,0588981;0,0393563;0,013493;0,00904732;0,0228013;0;0,00916782;0;0,0147269;0,024507;0,018937;0,0290717;0,0602289;2,30822;5,67824;7,94243;6,69862;14,1364;20,2532;25,4547;24,4852;20,7331
FBgn0036593;0,424506;0,207833;0,201546;0,334703;0,870001;0,828609;0,913519;27,2209;182,923;93,0463;1,07902;1,17398;0,461845;37,9827;25,256;0,0795424;0,0358198;0,028092;0,0222205;0,521292;0,70893;3,5341;78,3582;3,09641
FBgn0031292;0,00623506;0,0221049;0,0196454;0,0114186;0,0296813;0,0148202;0,0241958;0,0160236;0,0150172;0,0228372;0,0200529;0,0172046;0,0144529;0,00216014;0,020255;0,772925;2,47515;2,7716;2,64418;5,41733;9,68521;9,90301;9,10075;8,12888
FBgn0035584;0;0;0;0;0;0;0;0,0200419;0,0377635;0;0,0303309;0;0,0545258;0;0,0310114;2,84855;8,42965;10,9889;9,18178;16,6579;24,5734;33,7014;34,7785;34,2949
FBgn0052081;0,0120165;0;0,00665605;0,040813;0,0246272;0;0;0;0;0;0;0;0;0,00728581;0,0780727;5,23274;13,4856;20,618;15,4456;26,8977;42,5805;57,3973;58,6815;39,5913
FBgn0002855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0675829;0,0183819;0;0,0129082;10,0519
FBgn0085813;0,0281229;0,0214179;0,0328859;0,0371456;0,0384242;0,019518;0,0490319;0,0314897;0,0222501;0,0474467;0,0238278;0,0701697;0,00713921;0,056838;0,0365436;0,0163942;0,0110741;0,0173698;0,0160293;0,0241744;0,0175338;0,00444148;0,0266775;0,00255277
FBgn0051816;0,0369939;0;0;0;0;0;0,139316;0,155335;0,175611;0,16049;0,141047;0,343751;0;0,02243;0,0480707;2,52317;5,76861;6,61475;6,50636;12,9425;18,8553;25,5287;29,7611;27,8949
FBgn0030541;0,778518;0,576616;0,279587;0,239719;1,20103;0,57445;0,875256;30,0599;299,734;605,218;9,80727;13,7196;2,56053;154,509;99,784;0,213203;0,606382;1,25231;1,74289;0,507425;0,408042;2,16449;20,1868;0,810734
FBgn0039288;0,478726;5,40806;2,85795;1,26463;0,57232;0,145358;0,100158;0,0446697;0;0,0384603;0,0338009;0,061783;0,0202546;0,0161255;0;0,139536;0;0,04928;0,01949;0,0457235;0;0,0189014;0,0349324;0
FBgn0036311;0;0,0190216;0,0193569;0,0296711;0,0480178;0,00520421;0,0278828;0,0444081;0,0503875;0,0784853;0,0169423;0,0128801;0,00507621;0,0188036;0,168681;4,69559;12,6175;15,9577;13,9848;27,0276;43,3686;52,1332;56,3351;58,4502
FBgn0032368;0;0;0,0253772;0;0;0,0178855;0;0,134661;0,0543712;0,0993791;0,0291132;0,124167;0,0697824;0;0,0297664;0,480738;0,784768;0,955024;0,973646;1,94942;2,01377;1,90476;1,2336;0,82342
FBgn0259954;0;0,08148;0;0;0;0;0;0;0,0564307;0,412574;0,271944;0,331381;0;0;0;0;0;0;0;0,183933;0,0667039;0;0,608934;0,582689
FBgn0036822;0;0;0;0,029283;0,070679;0,242339;0,952418;0,86885;2,26467;0,274294;0;0,0534095;0,0787928;0,2091;0,134439;0,0452343;0,244441;0,0639015;0,353818;0,0889347;0;0,196076;0,0226484;0,028174
FBgn0030494;0;0;0,0119885;0;0,0443572;0,0844937;0,149431;0,708862;0,976056;1,04851;4,92374;3,98877;15,7413;9,081;7,1154;27,4232;75,3232;127,089;132,723;105,359;55,4203;6,95257;0,81019;4,20822
FBgn0034416;0;0;0,00705418;0;0,0261284;0,00995723;0;0,0106993;0,0201518;0,046161;0;0,029603;0;0,0154699;0,892312;20,7856;50,8038;62,4018;60,8744;106,078;165,664;144,746;108,783;76,8267
FBgn0050278;0,0202472;0;0,0423901;0,0171919;0,0414954;0,0158085;0;0;0;0;0;0,0313565;0;0,0122762;0,105906;2,59876;6,36906;8,10044;7,22716;12,7633;20,4635;26,6586;30,0989;31,1702
FBgn0054047;0;0;0;0;0;0;0,017826;0,0477016;0,494343;1,00623;0,14438;0,373866;0,0648882;0,0861;0,036905;0,0372517;0;0,0263124;0,0208128;0,268548;0,106243;0,121106;0,0746066;0,139213
FBgn0033794;0;0,0696891;0,0976172;0,195684;0,159753;0,132307;0,114868;0,0569225;0,0589902;0,0490098;0,017229;0,015746;0,00516209;0,0123292;0,0880777;1,81367;5,0846;6,17298;5,65268;12,0667;20,2469;20,6561;19,9068;19,4973
FBgn0037059;0,0108906;0,0248823;0,0180972;0,00924726;0,0111598;0,0170062;0,0136711;0,0274374;0,0258491;0,0551212;0;0,0421654;0,0248819;0,00660316;0,0141515;3,38543;7,92503;9,54486;8,81087;17,684;28,7624;28,8541;27,0637;23,7195
FBgn0050430;0;0;0,0245412;0,03762;0,0908018;0,172964;0,139043;0;0,140214;0,0640703;0;0,0686155;0,0337418;0,0268632;0,0575717;11,9712;25,8032;36,45;27,5978;56,2515;79,5549;109,702;126,396;96,7861
FBgn0034467;0,205179;3,18559;0,232467;0,015838;0;0,0145635;0,0117074;0,00783213;0,0147575;0,0134868;0,0118529;0,0505525;0,021308;0,0113094;0,290853;6,9482;14,8735;20,9272;18,4806;33,1258;53,3353;64,1801;63,0797;43,5585
FBgn0013684;0,0218571;0,0749067;0,460059;0,129912;0,145583;0,0597291;0,0617341;0;0,112403;0;0,0416675;0,270798;0;0,112645;0,0284016;0,0430027;0,0516404;0,0101248;0,0560606;0,300613;0,173747;0,0310671;0,107656;0,00892803
FBgn0259230;0,0475502;0,10864;0,210708;0,121125;0,194903;0;0,0149225;0;0;0;0;0;0,398341;11,0276;17,6713;23,6376;1,03918;0,0440533;0,0348457;0,020437;0,0444692;0,0675867;0,0468411;0,0388459
FBgn0053269;0,0705239;0,161129;0,0390638;0;0,144535;0,66076;0,221323;0,414575;2,39926;46,9129;207,402;159,351;10,151;2,48007;0;0;0,0833113;0,0653375;0;0;0,197863;0,200482;0,0463148;0,230457
FBgn0034850;0,0251736;0,172546;0,0278878;0,064125;0,0773879;0,0393099;0,094802;0,0422809;0,0199167;0;0,0319934;0,0584791;0;0;0,130845;3,63205;7,94008;10,7749;9,29766;17,4628;26,2028;33,4733;32,0393;25,4601
FBgn0030356;0;0;0,0956883;0,0244473;0,147518;0,24728;0,198785;0,048358;0,182235;0,249815;0,0365918;0,245243;0;0,0349139;0,336715;8,57251;20,1353;31,2892;26,1631;45,0439;58,5648;85,3267;87,4321;63,3431
FBgn0032416;0;0,0150635;0,0511276;0,0111964;0,0135122;0,0205909;0,240015;0,15503;0,490331;0,638796;0,603304;0,592217;0,512153;0,151905;0;0,121068;0,0311542;0,0855152;0,0289893;0,124683;0,0493272;0,196797;0,147215;0,129269
FBgn0262010;0;0,0363479;0,0718301;0,0495175;0,0655317;0,0248664;0;0;0,0252452;0,0697409;0,123298;0,416552;0,0488202;0,0388937;0,0413527;0;0,0376685;0;0,0739905;0,110821;0,0902748;0,143519;0,929602;0,659811
FBgn0054051;0;0,25608;0,0776044;0,0713773;0,0287134;0,0437557;0,0879364;0,0235313;0,0221692;0,0202603;0,142447;0,0867904;0,0426794;0,0339787;0,109232;0;0;0,1298;0,143739;0,264951;0,10482;0,0796558;0,0184019;11,3999
FBgn0051872;0;0;0,0031237;0,00957683;0,0404515;0;0;0;0,00446173;0,00407755;0,00716713;0;0;0,00341925;0,00732794;0,0147936;0;0;0,00413265;0,0533235;0;0,0120235;0;12,5312
FBgn0037294;0;0;0,0403015;0;0;0,0454464;0;0,0855421;0;0;0;0,191556;0,288136;0,0882292;0,0756352;0,114519;0,206282;0,269631;0,266594;0;0;0;0;0,142655
FBgn0030831;0,0353897;0,0148631;0,00716586;0,0109911;0,0132644;0;0,0159599;0,18879;3,07E-06;3,22E-11;0,0615001;0,00949568;0,0191525;0,0762615;0,317629;0,0156678;0,014452;0,0116751;0,131481;0,00191248;0,227974;9,29E-06;3,20E-10;1,41E-10
FBgn0029947;0,0684101;0,0586123;0;0;0;0,0267064;0,0107345;0,0287249;0,0811864;0,0494639;0;0;0,0260496;0;0,644479;6,23617;14,3243;18,1264;17,446;27,9324;42,1452;51,0735;54,5185;56,4602
FBgn0051141;0,0210155;2,20869;1,8043;0,392575;0,409165;0,213309;0,0923332;0,070594;0,0332538;0,106367;0;0,0976392;0,0320096;0;0,0819241;3,14237;8,26707;11,0784;8,65512;19,0042;27,0437;35,5016;38,9889;41,5306
FBgn0037594;0;0;0;0;0;0;0;0,0127628;0,0721438;0,0109886;0,0579444;0,0588409;0,0462963;0,00921458;0;0;0;0;0;0;0;0;0,00998067;0,0620782
FBgn0038941;0,919711;0,479245;0,366436;0,698727;1,71955;2,14166;3,99019;90,7998;332,32;118,614;3,65015;4,87276;2,26102;106,332;35,4754;0,0423272;0,324036;0,433512;0,756753;0,776711;0,588503;24,0925;3,72995;0,527266
FBgn0039010;0,00644859;0,0147334;0,0250035;0,0273776;0,019824;0,0201396;0,0323799;0,200371;0,479584;0,419638;0,270454;0,234691;0,13751;0,0469186;0,0418972;2,85887;7,26743;9,7143;8,97402;17,3779;27,3977;30,229;27,4764;18,7757
FBgn0030340;1,09667;0,419753;0,532304;0,767986;2,07377;1,6154;3,22165;147,198;534,385;97,2542;3,08927;2,95468;2,05784;142,997;51,36;0,0815602;0,0601012;0,0157116;0,0165703;0,238102;0,0528665;1,03249;0,0556862;0,19858
FBgn0031470;0;0;0;0,0304543;0,0183765;0,0420054;0,112559;0,0903604;0,170259;0,129666;0,0683744;0,0833188;0;0,0434928;0,139817;4,30449;5,25385;3,77147;5,48014;12,6097;11,1193;6,47442;2,43788;1,25994
FBgn0037254;0,0717855;0,548807;0,770782;0,389163;0,181071;0,0732939;0,0485223;0,0278236;0,0131065;0,0159706;0,0280716;0,0256553;0,00841072;0;0,0215261;0,717036;2,23093;2,45562;2,52103;5,09316;8,4021;8,36287;7,56831;6,12162
FBgn0020556;0,683973;19,386;19,7017;3,36968;2,45279;2,34385;1,72113;0,580631;0,64557;0,757286;0,41363;0,968897;0,346792;0,191798;0,0876488;0,0758024;0,19599;0,145898;0,35114;0,245496;0,256425;0,255536;0,0735207;0,025212
FBgn0036080;0;0;0;0,0135957;0,0328153;0,0750097;0,100499;0;0;0,0231546;0,0203495;0,0123986;0;0;0;0;0,0189151;0;0,0586688;0,0550548;0,0748717;0,0341382;0,0210307;0,117727
FBgn0034352;0;0,0636788;0,0679279;0,198791;0,445542;2,07167;1,92429;1,57288;1,52593;1,06404;0,354219;0,276249;0,127356;0,087874;0,101407;2,07644;4,59633;5,39156;6,17642;9,85158;14,8886;15,87;11,9707;8,79809
FBgn0027796;0,0149689;0,2737;1,50221;2,70729;1,94475;0,287631;0,202588;0,314578;0,38384;0,488434;0,171635;0,25971;0,366564;0,0830963;0,0389129;0,0786058;0,0353795;0,0554274;0,0439002;0,0378519;0,178482;0,160348;0,086703;0,264477
FBgn0034866;0;0;0;0;0,0156111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FBgn0036414;0,0528187;0,882452;1,18124;1,04833;0,832164;0,252592;0,352239;0,415841;0,548478;0,558537;0,268511;0,424336;0,0955348;0,0400311;0,0171585;0,0259796;0,00779948;0,0367008;0,0387066;0,0624289;0,0987928;0,107921;0,151757;0,323625
FBgn0034973;0;0;0,0668592;0,239144;0,0412294;0,345557;0,530324;0,675772;0,700319;0,349101;0,306808;0,373866;0,122567;1,04898;0,209128;1,00269;2,47157;2,94479;2,74209;5,42995;10,6863;12,7245;13,9514;12,3261
FBgn0028899;0,00274929;0,0910805;0,11726;0,0747018;0,0478933;0,0107329;0,0465912;0,00461763;0,013051;0,00397574;0,0104823;0,0510934;0,0125627;0,0166694;0,0321524;0,10097;0,289053;0,601116;0,600391;1,01621;1,48098;1,92067;2,17566;0,711988
FBgn0034846;0,0439433;1,28099;0,404937;0,0617516;0,0681121;0,0560779;0,0399677;0,0453518;0,000423961;0,000176925;0,000278693;0,0196899;0,000277321;7,06E-05;0,000169263;1,26064;2,68043;2,75354;2,9545;6,85659;11,2658;14,6405;16,5842;19,5448
FBgn0053476;0;0;0;0,0321054;0;0,0295219;0,0237322;0,0317531;0,0598301;0,0273392;0,0480543;0,0292787;0,0575915;0,0917017;0;0,0495942;0;0,0350303;0,0277087;0;0,0353611;0,0268718;0,0496629;0
FBgn0259997;0,0385069;0,0879784;0;0;0;0,0300652;0;0,0323376;0,0304656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FBgn0038203;0;0,0713456;0,0432422;0,0928023;0,191994;0,219431;0,274396;0,314688;0,382943;0,406416;0,555613;0,737502;0,582648;0,407069;0,182597;0,143354;0,20289;0,303771;0,297489;0,214741;0,438055;0,21083;0,205075;0,102043
FBgn0030120;0,0873776;0,598906;0,572724;0,222578;0,208921;0,318371;0,310776;0,281284;0,161305;0,263243;0,20359;0,180427;0,0776349;0,0529785;0,151387;0,974163;1,73755;1,75396;1,93163;2,89172;3,60913;3,73624;2,09448;1,55852
FBgn0085769;0,018246;0,0208437;0;0,0154927;0;0;0,10307;0,0153227;0,0144358;0,0263855;0;0,042386;0;0,0221257;0;0;0,0215544;0,0338083;0;0,0313684;0;0;0,0239652;0,014906
FBgn0036817;0,070789;1,94082;3,35904;1,34239;1,06391;0,58955;0,370258;0,435949;0,914771;10,6633;4,37836;4,49483;0,161733;0,171682;7,02151;1,23799;3,01048;3,56335;0,55334;12,5757;0,375147;1,57635;0,12397;11,624
FBgn0035736;0,709856;0,29876;0,382848;0,650326;2,06736;3,04831;7,85565;141,753;298,575;94,8048;1,35324;2,22762;2,78839;164,208;18,5452;0;0;0,20768;0;0,610191;0;7,6735;0,0245358;0,16787
FBgn0085621;0;0,0460615;0,156339;0,159771;0,206589;0,251853;0,0759228;0,0451479;0,0425345;0,029154;0,0170814;0;0;0;0;0;0,0317546;0;0,029548;0,0231065;0,0502779;0,0382075;0;0,01098
FBgn0030975;0,129518;1,67306;1,043;0,36376;0,316485;0,350045;0,437728;0,568936;0,0788238;0,122462;0;0,0154294;0,0455247;0,0422847;0,569625;6,70372;18,372;18,5897;17,5516;31,4644;51,7486;57,4442;48,064;51,3824
FBgn0038527;0;0;0;0;0;0;0,0258049;0;0,0325277;1,30798;64,269;44,5382;0,970631;3,3403;93,6515;0,539256;0,194272;0,152359;0;0,671476;0,192247;0,262968;0,162001;0,201524
